"Position","Mood:Tense","Subject","Infinitive","Front","Back"
"11","Congiuntivo:Passato","che loro","ARRIVARE","(perfetto) che loro ARRIVARE","(che loro) siano arrivate"
"11","Condizionale:Presente","io","ARRIVARE","se (presente) io ARRIVARE","se (io) arriverei"
"11","Condizionale:Presente","voi","ARRIVARE","se (presente) voi ARRIVARE","se (voi) arrivereste"
"11","Condizionale:Passato","loro","ARRIVARE","se (passato) loro ARRIVARE","se (loro) sarebbero arrivati"
"11","Gerundio:Presente","... ","ARRIVARE","(...ndo) ...  ARRIVARE","(... ) arrivando"
"11","Gerundio:Passato","essendo","ARRIVARE","(passato ...ndo) ARRIVARE","(essendo) arrivate"
"11","Participio:Presente","... ","ARRIVARE","(aggetivo) ...  ARRIVARE","(... ) arrivante"
"11","Imperativo:Presente","... ","ARRIVARE","(per favore) ...  ARRIVARE","(... ) arriva"
"12","Indicativo:Presente","io","ASCOLTARE","(adesso) io ASCOLTARE","(io) ascolto"
"12","Indicativo:Presente","tu","ASCOLTARE","(adesso) tu ASCOLTARE","(tu) ascolti"
"12","Indicativo:Presente","lei","ASCOLTARE","(adesso) lei ASCOLTARE","(lei) ascolta"
"12","Indicativo:Presente","noi","ASCOLTARE","(adesso) noi ASCOLTARE","(noi) ascoltiamo"
"12","Indicativo:Presente","voi","ASCOLTARE","(adesso) voi ASCOLTARE","(voi) ascoltate"
"12","Indicativo:Presente","loro","ASCOLTARE","(adesso) loro ASCOLTARE","(loro) ascoltano"
"12","Indicativo:Imperfetto","voi","ASCOLTARE","(ieri) voi ASCOLTARE","(voi) ascoltavate"
"12","Indicativo:Passato:remoto","io","ASCOLTARE","(molto tempo fa) io ASCOLTARE","(io) ascoltai"
"12","Indicativo:Passato:remoto","voi","ASCOLTARE","(molto tempo fa) voi ASCOLTARE","(voi) ascoltaste"
"12","Indicativo:Futuro:semplice","tu","ASCOLTARE","(domani) tu ASCOLTARE","(tu) ascolterai"
"12","Indicativo:Passato:prossimo","loro","ASCOLTARE","(perfetto) loro ASCOLTARE","(loro) hanno ascoltato"
"12","Indicativo:Trapassato:prossimo","loro","ASCOLTARE","(perchè ieri) loro ASCOLTARE","(loro) avevano ascoltato"
"12","Congiuntivo:Presente","che io","ASCOLTARE","che io ASCOLTARE","(che io) ascolti"
"12","Congiuntivo:Presente","lui","ASCOLTARE","lui ASCOLTARE","(lui) ascolti"
"12","Congiuntivo:Passato","che io","ASCOLTARE","(perfetto) che io ASCOLTARE","(che io) abbia ascoltato"
"12","Congiuntivo:Passato","che noi","ASCOLTARE","(perfetto) che noi ASCOLTARE","(che noi) abbiamo ascoltato"
"12","Condizionale:Presente","io","ASCOLTARE","se (presente) io ASCOLTARE","se (io) ascolterei"
"12","Condizionale:Presente","loro","ASCOLTARE","se (presente) loro ASCOLTARE","se (loro) ascolterebbero"
"12","Condizionale:Passato","tu","ASCOLTARE","se (passato) tu ASCOLTARE","se (tu) avresti ascoltato"
"12","Gerundio:Presente","... ","ASCOLTARE","(...ndo) ...  ASCOLTARE","(... ) ascoltando"
"12","Gerundio:Passato","avendo","ASCOLTARE","(passato ...ndo) ASCOLTARE","(avendo) ascoltato"
"12","Participio:Presente","... ","ASCOLTARE","(aggetivo) ...  ASCOLTARE","(... ) ascoltante"
"12","Imperativo:Presente","... ","ASCOLTARE","(per favore) ...  ASCOLTARE","(... ) ascolta"
"13","Indicativo:Presente","io","ASPETTARE","(adesso) io ASPETTARE","(io) aspetto"
"13","Indicativo:Presente","tu","ASPETTARE","(adesso) tu ASPETTARE","(tu) aspetti"
"13","Indicativo:Presente","lei","ASPETTARE","(adesso) lei ASPETTARE","(lei) aspetta"
"13","Indicativo:Presente","noi","ASPETTARE","(adesso) noi ASPETTARE","(noi) aspettiamo"
"13","Indicativo:Presente","voi","ASPETTARE","(adesso) voi ASPETTARE","(voi) aspettate"
"13","Indicativo:Presente","loro","ASPETTARE","(adesso) loro ASPETTARE","(loro) aspettano"
"13","Indicativo:Imperfetto","voi","ASPETTARE","(ieri) voi ASPETTARE","(voi) aspettavate"
"13","Indicativo:Passato:remoto","io","ASPETTARE","(molto tempo fa) io ASPETTARE","(io) aspettai"
"13","Indicativo:Passato:remoto","loro","ASPETTARE","(molto tempo fa) loro ASPETTARE","(loro) aspettarono"
"13","Indicativo:Futuro:semplice","tu","ASPETTARE","(domani) tu ASPETTARE","(tu) aspetterai"
"13","Indicativo:Passato:prossimo","tu","ASPETTARE","(perfetto) tu ASPETTARE","(tu) hai aspettato"
"13","Indicativo:Trapassato:prossimo","io","ASPETTARE","(perchè ieri) io ASPETTARE","(io) avevo aspettato"
"13","Congiuntivo:Presente","che io","ASPETTARE","che io ASPETTARE","(che io) aspetti"
"13","Congiuntivo:Presente","che noi","ASPETTARE","che noi ASPETTARE","(che noi) aspettiamo"
"13","Congiuntivo:Passato","che io","ASPETTARE","(perfetto) che io ASPETTARE","(che io) abbia aspettato"
"13","Congiuntivo:Passato","che loro","ASPETTARE","(perfetto) che loro ASPETTARE","(che loro) abbiano aspettato"
"13","Condizionale:Presente","io","ASPETTARE","se (presente) io ASPETTARE","se (io) aspetterei"
"13","Condizionale:Presente","lei","ASPETTARE","se (presente) lei ASPETTARE","se (lei) aspetterebbe"
"13","Condizionale:Passato","tu","ASPETTARE","se (passato) tu ASPETTARE","se (tu) avresti aspettato"
"13","Gerundio:Presente","... ","ASPETTARE","(...ndo) ...  ASPETTARE","(... ) aspettando"
"13","Gerundio:Passato","avendo","ASPETTARE","(passato ...ndo) ASPETTARE","(avendo) aspettato"
"13","Participio:Presente","... ","ASPETTARE","(aggetivo) ...  ASPETTARE","(... ) aspettante"
"13","Imperativo:Presente","... ","ASPETTARE","(per favore) ...  ASPETTARE","(... ) aspetta"
"14","Indicativo:Presente","io","AVERE","(adesso) io AVERE","(io) ho"
"14","Indicativo:Presente","tu","AVERE","(adesso) tu AVERE","(tu) hai"
"14","Indicativo:Presente","lui","AVERE","(adesso) lui AVERE","(lui) ha"
"14","Indicativo:Presente","noi","AVERE","(adesso) noi AVERE","(noi) abbiamo"
"14","Indicativo:Presente","voi","AVERE","(adesso) voi AVERE","(voi) avete"
"14","Indicativo:Presente","loro","AVERE","(adesso) loro AVERE","(loro) hanno"
"14","Indicativo:Imperfetto","lui","AVERE","(ieri) lui AVERE","(lui) aveva"
"14","Indicativo:Passato:remoto","io","AVERE","(molto tempo fa) io AVERE","(io) ebbi"
"14","Indicativo:Passato:remoto","noi","AVERE","(molto tempo fa) noi AVERE","(noi) avemmo"
"14","Indicativo:Futuro:semplice","io","AVERE","(domani) io AVERE","(io) avrò"
"14","Indicativo:Passato:prossimo","lui","AVERE","(perfetto) lui AVERE","(lui) ha avuto"
"14","Indicativo:Trapassato:prossimo","loro","AVERE","(perchè ieri) loro AVERE","(loro) avevano avuto"
"14","Congiuntivo:Presente","che io","AVERE","che io AVERE","(che io) abbia"
"14","Congiuntivo:Presente","che lei","AVERE","che lei AVERE","(che lei) abbia"
"14","Congiuntivo:Passato","che io","AVERE","(perfetto) che io AVERE","(che io) abbia avuto"
"14","Congiuntivo:Passato","che tu","AVERE","(perfetto) che tu AVERE","(che tu) abbia avuto"
"14","Condizionale:Presente","io","AVERE","se (presente) io AVERE","se (io) avrei"
"14","Condizionale:Presente","noi","AVERE","se (presente) noi AVERE","se (noi) avremmo"
"14","Condizionale:Passato","noi","AVERE","se (passato) noi AVERE","se (noi) avremmo avuto"
"14","Gerundio:Presente","... ","AVERE","(...ndo) ...  AVERE","(... ) avendo"
"14","Gerundio:Passato","avendo","AVERE","(passato ...ndo) AVERE","(avendo) avuto"
"14","Participio:Presente","... ","AVERE","(aggetivo) ...  AVERE","(... ) avente"
"14","Imperativo:Presente","... ","AVERE","(per favore) ...  AVERE","(... ) abbi"
"15","Indicativo:Presente","io","BERE","(adesso) io BERE","(io) bevo"
"15","Indicativo:Presente","tu","BERE","(adesso) tu BERE","(tu) bevi"
"15","Indicativo:Presente","lui","BERE","(adesso) lui BERE","(lui) beve"
"15","Indicativo:Presente","noi","BERE","(adesso) noi BERE","(noi) beviamo"
"15","Indicativo:Presente","voi","BERE","(adesso) voi BERE","(voi) bevete"
"15","Indicativo:Presente","loro","BERE","(adesso) loro BERE","(loro) bevono"
"15","Indicativo:Imperfetto","tu","BERE","(ieri) tu BERE","(tu) bevevi"
"15","Indicativo:Passato:remoto","io","BERE","(molto tempo fa) io BERE","(io) bevvi/vetti"
"15","Indicativo:Passato:remoto","noi","BERE","(molto tempo fa) noi BERE","(noi) bevemmo"
"15","Indicativo:Futuro:semplice","tu","BERE","(domani) tu BERE","(tu) berrai"
"15","Indicativo:Passato:prossimo","lui","BERE","(perfetto) lui BERE","(lui) ha bevuto"
"15","Indicativo:Trapassato:prossimo","io","BERE","(perchè ieri) io BERE","(io) avevo bevuto"
"15","Congiuntivo:Presente","che io","BERE","che io BERE","(che io) beva"
"15","Congiuntivo:Presente","lui","BERE","lui BERE","(lui) beva"
"15","Congiuntivo:Passato","che io","BERE","(perfetto) che io BERE","(che io) abbia bevuto"
"15","Congiuntivo:Passato","che loro","BERE","(perfetto) che loro BERE","(che loro) abbiano bevuto"
"15","Condizionale:Presente","io","BERE","se (presente) io BERE","se (io) berrei"
"15","Condizionale:Presente","noi","BERE","se (presente) noi BERE","se (noi) berremmo"
"15","Condizionale:Passato","tu","BERE","se (passato) tu BERE","se (tu) avresti bevuto"
"15","Gerundio:Presente","... ","BERE","(...ndo) ...  BERE","(... ) bevendo"
"15","Gerundio:Passato","avendo","BERE","(passato ...ndo) BERE","(avendo) bevuto"
"15","Participio:Presente","... ","BERE","(aggetivo) ...  BERE","(... ) bevente"
"15","Imperativo:Presente","... ","BERE","(per favore) ...  BERE","(... ) bevi"
"16","Indicativo:Presente","io","CADERE","(adesso) io CADERE","(io) cado"
"16","Indicativo:Presente","tu","CADERE","(adesso) tu CADERE","(tu) cadi"
"16","Indicativo:Presente","lui","CADERE","(adesso) lui CADERE","(lui) cade"
"16","Indicativo:Presente","noi","CADERE","(adesso) noi CADERE","(noi) cadiamo"
"16","Indicativo:Presente","voi","CADERE","(adesso) voi CADERE","(voi) cadete"
"16","Indicativo:Presente","loro","CADERE","(adesso) loro CADERE","(loro) cadono"
"16","Indicativo:Imperfetto","lei","CADERE","(ieri) lei CADERE","(lei) cadeva"
"16","Indicativo:Passato:remoto","io","CADERE","(molto tempo fa) io CADERE","(io) caddi"
"16","Indicativo:Passato:remoto","voi","CADERE","(molto tempo fa) voi CADERE","(voi) cadeste"
"16","Indicativo:Futuro:semplice","noi","CADERE","(domani) noi CADERE","(noi) cadremo"
"16","Indicativo:Passato:prossimo","io","CADERE","(perfetto) io CADERE","(io) sono caduto"
"16","Indicativo:Trapassato:prossimo","loro","CADERE","(perchè ieri) loro CADERE","(loro) erano cadute"
"16","Congiuntivo:Presente","che io","CADERE","che io CADERE","(che io) cada"
"16","Congiuntivo:Presente","che voi","CADERE","che voi CADERE","(che voi) cadiate"
"16","Congiuntivo:Passato","che io","CADERE","(perfetto) che io CADERE","(che io) sia caduto"
"16","Congiuntivo:Passato","che lui","CADERE","(perfetto) che lui CADERE","(che lui) sia caduto"
"16","Condizionale:Presente","io","CADERE","se (presente) io CADERE","se (io) cadrei"
"16","Condizionale:Presente","tu","CADERE","se (presente) tu CADERE","se (tu) cadresti"
"16","Condizionale:Passato","lui","CADERE","se (passato) lui CADERE","se (lui) sarebbe caduto"
"16","Gerundio:Presente","... ","CADERE","(...ndo) ...  CADERE","(... ) cadendo"
"16","Gerundio:Passato","essendo","CADERE","(passato ...ndo) CADERE","(essendo) caduta"
"16","Participio:Presente","... ","CADERE","(aggetivo) ...  CADERE","(... ) cadente"
"16","Imperativo:Presente","... ","CADERE","(per favore) ...  CADERE","(... ) cadi"
"17","Indicativo:Presente","io","CAMBIARE","(adesso) io CAMBIARE","(io) cambio"
"17","Indicativo:Presente","tu","CAMBIARE","(adesso) tu CAMBIARE","(tu) cambi"
"17","Indicativo:Presente","lui","CAMBIARE","(adesso) lui CAMBIARE","(lui) cambia"
"17","Indicativo:Presente","noi","CAMBIARE","(adesso) noi CAMBIARE","(noi) cambiamo"
"17","Indicativo:Presente","voi","CAMBIARE","(adesso) voi CAMBIARE","(voi) cambiate"
"17","Indicativo:Presente","loro","CAMBIARE","(adesso) loro CAMBIARE","(loro) cambiano"
"17","Indicativo:Imperfetto","lei","CAMBIARE","(ieri) lei CAMBIARE","(lei) cambiava"
"17","Indicativo:Passato:remoto","io","CAMBIARE","(molto tempo fa) io CAMBIARE","(io) cambiai"
"17","Indicativo:Passato:remoto","loro","CAMBIARE","(molto tempo fa) loro CAMBIARE","(loro) cambiarono"
"17","Indicativo:Futuro:semplice","loro","CAMBIARE","(domani) loro CAMBIARE","(loro) cambieranno"
"17","Indicativo:Passato:prossimo","lui","CAMBIARE","(perfetto) lui CAMBIARE","(lui) ha cambiato"
"17","Indicativo:Trapassato:prossimo","io","CAMBIARE","(perchè ieri) io CAMBIARE","(io) avevo cambiato"
"17","Congiuntivo:Presente","che io","CAMBIARE","che io CAMBIARE","(che io) cambi"
"17","Congiuntivo:Presente","lui","CAMBIARE","lui CAMBIARE","(lui) cambi"
"17","Congiuntivo:Passato","che io","CAMBIARE","(perfetto) che io CAMBIARE","(che io) abbia cambiato"
"17","Congiuntivo:Passato","che tu","CAMBIARE","(perfetto) che tu CAMBIARE","(che tu) abbia cambiato"
"17","Condizionale:Presente","io","CAMBIARE","se (presente) io CAMBIARE","se (io) cambierei"
"17","Condizionale:Presente","lei","CAMBIARE","se (presente) lei CAMBIARE","se (lei) cambierebbe"
"17","Condizionale:Passato","io","CAMBIARE","se (passato) io CAMBIARE","se (io) sarei cambiato"
"17","Gerundio:Presente","... ","CAMBIARE","(...ndo) ...  CAMBIARE","(... ) cambiando"
"17","Gerundio:Passato","essendo","CAMBIARE","(passato ...ndo) CAMBIARE","(essendo) cambiate"
"17","Participio:Presente","... ","CAMBIARE","(aggetivo) ...  CAMBIARE","(... ) cambiante"
"17","Imperativo:Presente","... ","CAMBIARE","(per favore) ...  CAMBIARE","(... ) cambia"
"18","Indicativo:Presente","io","CANTARE","(adesso) io CANTARE","(io) canto"
"18","Indicativo:Presente","tu","CANTARE","(adesso) tu CANTARE","(tu) canti"
"18","Indicativo:Presente","lui","CANTARE","(adesso) lui CANTARE","(lui) canta"
"18","Indicativo:Presente","noi","CANTARE","(adesso) noi CANTARE","(noi) cantiamo"
"18","Indicativo:Presente","voi","CANTARE","(adesso) voi CANTARE","(voi) cantate"
"18","Indicativo:Presente","loro","CANTARE","(adesso) loro CANTARE","(loro) cantano"
"18","Indicativo:Imperfetto","voi","CANTARE","(ieri) voi CANTARE","(voi) cantavate"
"18","Indicativo:Passato:remoto","io","CANTARE","(molto tempo fa) io CANTARE","(io) cantai"
"18","Indicativo:Passato:remoto","noi","CANTARE","(molto tempo fa) noi CANTARE","(noi) cantammo"
"18","Indicativo:Futuro:semplice","lei","CANTARE","(domani) lei CANTARE","(lei) canterà"
"18","Indicativo:Passato:prossimo","lei","CANTARE","(perfetto) lei CANTARE","(lei) ha cantato"
"18","Indicativo:Trapassato:prossimo","tu","CANTARE","(perchè ieri) tu CANTARE","(tu) avevi cantato"
"18","Congiuntivo:Presente","che io","CANTARE","che io CANTARE","(che io) canti"
"18","Congiuntivo:Presente","che voi","CANTARE","che voi CANTARE","(che voi) cantiate"
"18","Congiuntivo:Passato","che io","CANTARE","(perfetto) che io CANTARE","(che io) abbia cantato"
"18","Congiuntivo:Passato","che tu","CANTARE","(perfetto) che tu CANTARE","(che tu) abbia cantato"
"18","Condizionale:Presente","io","CANTARE","se (presente) io CANTARE","se (io) canterei"
"18","Condizionale:Presente","tu","CANTARE","se (presente) tu CANTARE","se (tu) canteresti"
"18","Condizionale:Passato","loro","CANTARE","se (passato) loro CANTARE","se (loro) avrebbero cantato"
"18","Gerundio:Presente","... ","CANTARE","(...ndo) ...  CANTARE","(... ) cantando"
"18","Gerundio:Passato","avendo","CANTARE","(passato ...ndo) CANTARE","(avendo) cantato"
"18","Participio:Presente","... ","CANTARE","(aggetivo) ...  CANTARE","(... ) cantante"
"18","Imperativo:Presente","... ","CANTARE","(per favore) ...  CANTARE","(... ) canta"
"19","Indicativo:Presente","io","CAPIRE","(adesso) io CAPIRE","(io) capisco"
"19","Indicativo:Presente","tu","CAPIRE","(adesso) tu CAPIRE","(tu) capisci"
"19","Indicativo:Presente","lei","CAPIRE","(adesso) lei CAPIRE","(lei) capisce"
"19","Indicativo:Presente","noi","CAPIRE","(adesso) noi CAPIRE","(noi) capiamo"
"19","Indicativo:Presente","voi","CAPIRE","(adesso) voi CAPIRE","(voi) capite"
"19","Indicativo:Presente","loro","CAPIRE","(adesso) loro CAPIRE","(loro) capiscono"
"19","Indicativo:Imperfetto","noi","CAPIRE","(ieri) noi CAPIRE","(noi) capivamo"
"19","Indicativo:Passato:remoto","io","CAPIRE","(molto tempo fa) io CAPIRE","(io) capii"
"19","Indicativo:Passato:remoto","loro","CAPIRE","(molto tempo fa) loro CAPIRE","(loro) capirono"
"19","Indicativo:Futuro:semplice","io","CAPIRE","(domani) io CAPIRE","(io) capirò"
"19","Indicativo:Passato:prossimo","lui","CAPIRE","(perfetto) lui CAPIRE","(lui) ha capito"
"19","Indicativo:Trapassato:prossimo","io","CAPIRE","(perchè ieri) io CAPIRE","(io) avevo capito"
"19","Congiuntivo:Presente","che io","CAPIRE","che io CAPIRE","(che io) capisca"
"19","Congiuntivo:Presente","che tu","CAPIRE","che tu CAPIRE","(che tu) capisca"
"19","Congiuntivo:Passato","che io","CAPIRE","(perfetto) che io CAPIRE","(che io) abbia capito"
"19","Congiuntivo:Passato","che tu","CAPIRE","(perfetto) che tu CAPIRE","(che tu) abbia capito"
"19","Condizionale:Presente","io","CAPIRE","se (presente) io CAPIRE","se (io) capirei"
"19","Condizionale:Presente","lui","CAPIRE","se (presente) lui CAPIRE","se (lui) capirebbe"
"19","Condizionale:Passato","lei","CAPIRE","se (passato) lei CAPIRE","se (lei) avrebbe capito"
"19","Gerundio:Presente","... ","CAPIRE","(...ndo) ...  CAPIRE","(... ) capendo"
"19","Gerundio:Passato","avendo","CAPIRE","(passato ...ndo) CAPIRE","(avendo) capito"
"19","Participio:Presente","... ","CAPIRE","(aggetivo) ...  CAPIRE","(... ) capente"
"19","Imperativo:Presente","... ","CAPIRE","(per favore) ...  CAPIRE","(... ) capisci"
"20","Indicativo:Presente","io","CERCARE","(adesso) io CERCARE","(io) cerco"
"20","Indicativo:Presente","tu","CERCARE","(adesso) tu CERCARE","(tu) cerchi"
"20","Indicativo:Presente","lui","CERCARE","(adesso) lui CERCARE","(lui) cerca"
"20","Indicativo:Presente","noi","CERCARE","(adesso) noi CERCARE","(noi) cerchiamo"
"20","Indicativo:Presente","voi","CERCARE","(adesso) voi CERCARE","(voi) cercate"
"20","Indicativo:Presente","loro","CERCARE","(adesso) loro CERCARE","(loro) cercano"
"20","Indicativo:Imperfetto","voi","CERCARE","(ieri) voi CERCARE","(voi) cercavate"
"20","Indicativo:Passato:remoto","io","CERCARE","(molto tempo fa) io CERCARE","(io) cercai"
"20","Indicativo:Passato:remoto","lui","CERCARE","(molto tempo fa) lui CERCARE","(lui) cercò"
"20","Indicativo:Futuro:semplice","tu","CERCARE","(domani) tu CERCARE","(tu) cercherai"
"20","Indicativo:Passato:prossimo","tu","CERCARE","(perfetto) tu CERCARE","(tu) hai cercato"
"20","Indicativo:Trapassato:prossimo","lui","CERCARE","(perchè ieri) lui CERCARE","(lui) aveva cercato"
"20","Congiuntivo:Presente","che io","CERCARE","che io CERCARE","(che io) cerchi"
"20","Congiuntivo:Presente","che noi","CERCARE","che noi CERCARE","(che noi) cerchiamo"
"20","Congiuntivo:Passato","che io","CERCARE","(perfetto) che io CERCARE","(che io) abbia cercato"
"20","Congiuntivo:Passato","che tu","CERCARE","(perfetto) che tu CERCARE","(che tu) abbia cercato"
"20","Condizionale:Presente","io","CERCARE","se (presente) io CERCARE","se (io) cercherei"
"20","Condizionale:Presente","tu","CERCARE","se (presente) tu CERCARE","se (tu) cercheresti"
"20","Condizionale:Passato","noi","CERCARE","se (passato) noi CERCARE","se (noi) avremmo cercato"
"20","Gerundio:Presente","... ","CERCARE","(...ndo) ...  CERCARE","(... ) cercando"
"20","Gerundio:Passato","avendo","CERCARE","(passato ...ndo) CERCARE","(avendo) cercato"
"20","Participio:Presente","... ","CERCARE","(aggetivo) ...  CERCARE","(... ) cercante"
"20","Imperativo:Presente","... ","CERCARE","(per favore) ...  CERCARE","(... ) cerca"
"21","Indicativo:Presente","io","CHIAMARSI","(adesso) io CHIAMARSI","(io) mi chiamo"
"21","Indicativo:Presente","tu","CHIAMARSI","(adesso) tu CHIAMARSI","(tu) ti chiami"
"21","Indicativo:Presente","lui","CHIAMARSI","(adesso) lui CHIAMARSI","(lui) si chiama"
"21","Indicativo:Presente","noi","CHIAMARSI","(adesso) noi CHIAMARSI","(noi) ci chiamiamo"
"21","Indicativo:Presente","voi","CHIAMARSI","(adesso) voi CHIAMARSI","(voi) vi chiamate"
"21","Indicativo:Presente","loro","CHIAMARSI","(adesso) loro CHIAMARSI","(loro) si chiamano"
"21","Indicativo:Imperfetto","loro","CHIAMARSI","(ieri) loro CHIAMARSI","(loro) si chiamavano"
